created_time,id,like_count,message,class
2016-03-14T02:13:17+0000,509590282563159_431982020341381,41,"Alhamdulillah.....terima kasih Bapak presiden Jokowi, semoga tdk hanya pencuri ikan yg tertangkap tp pencuri dn penjahat lainnya bisa dibasmi....Selamat ya pak presiden ats semuanya dn tdk terlupakan sy ucapkan selamat pula atas kelahiran cucu pertama bapak, semoga kelakpun dia akn mjd orang hebat spt bapak presiden. Succes pak Presiden!!!",1
2016-03-14T01:45:06+0000,509590282563159_509597452562442,41,Insya alloh indonesia akan di sgani dan menjadi macan asia.. Kalau pemimpin ny sprti bapa presiden kita skarang. Lanjutkan pa kami alloh slalu brsma mu.. Amiin,1
2016-03-14T01:41:54+0000,509590282563159_509595169229337,30,"mantap.... semoga dulu yg nyinyir mulai sadar bahwa perubahan itu butuh proses dan komitmen.. mmg tidak mudah, tapi arah kesana mulai ada.selama kita optimis,..Roma tidak dibangun dalam semalam..",1
2016-03-14T01:44:17+0000,509590282563159_509596942562493,32,Mantaaap....Pak Presiden..habisi para pencuri ikan diwilayah kita......jangan kasi ampun.....sanksi keras akan membuat mereka jera!,1
2016-03-14T01:38:05+0000,509590282563159_509593775896143,29,sikat habis segala bentuk pencurian dan korupsi 'demi mempertahankan kedaulatan Negara Republik Indonesia....sudah saatnya Indonesia maju menuju bangsa yang bermartabat dan disegani dunia...,1
2016-03-14T01:51:52+0000,509590282563159_509600112562176,25,"Benar banget Pak, semua kejahatan harus di berantas baik di darat, laut juga di udara, hukum harus jadi panglima tertinggi di negara RI. Lanjutkan Pak dan tetap pro rakyat... Tetap berkarya buat rakyat... Rakyat sejahtera, negara kuat dan Tuhan memberkati",1
2016-03-14T02:34:59+0000,509590282563159_1771136906455496,20,"Sebagai warga negara sangat bangga, ketika kinerja bangsanya di akui dunia. Sperti dgn adanya penagkapan FV Viking oleh pengamanan dn ketahanan kedaulatan NKRI ini. Smoga bangsa lain tdk lgi menganggap remeh keseriusan dn kekuatan bangsa kita.",1
2016-03-14T02:05:41+0000,509590282563159_509605215894999,17,"Mohon maaf sebelumnyaMohon kebijakan untuk premi bpjs yang katanya akan naik per april 2016.Buat yang mampu mungkin tidak masalah tapi yang tidak mampu akan menjadi masalah karena tidak dapat akses bpjs juga ada denda yang harus dibayar jika terlambat. Sementara gaji direktur yang beredar sampai 540 jutaApakah ini benar? Dan karyawan bpjs malah menggunakan in health dengan premi jauh lebih mahal.Mohon untuk bpjs kesehatan lebih diperhatikan lagi!!Terima kasih.",2
2016-03-14T03:34:50+0000,509590282563159_431998317006418,16,"Walau pun dalam pil pres saya tidak memilih bapak,tpi saya legowo,puas memiliki pemimpin seperti pk JOKO WI. Lanjutkan terus wahai Presidenku,apa yg engkau anggap benar kami mendukungmu.",1
2016-03-14T05:46:36+0000,509590282563159_1131281390256204,33,"Bila ada pengacara yang mau membela kapal itu, sekalian tenggelamkan bareng kapalnya.",1
2016-03-14T03:09:59+0000,509590282563159_431992603673656,11,"Pa Preisden serta Ibu Mentri dan jajarannya ytc. Di tengah Laut Banda, ada Kepulauan Teon, Nila dan Serua. Masyarakatnya dievakuasi ke pulau Seram pada Tahun 1978. Masyarakatnya setiap tahun pergi ke Pulau Teon, Nila dan Serua untuk panen Cengkeh milik mereka. Yang cukup memprihatinkan di sana, selalu ada pencurian ikan oleh nelayan2 tradisional dari daerah2 lain dengan menggunakan bom. Ada sebagian masyarakat yang masih tinggal di sana. Sebagian pro dan sebagian kontra/ tidak suka. Pernah ada tokoh masyarakat di pulau tersebut yang ingin supaya Pihakk Kecamatan mengirimkan petugas, tetapi belum ada PosKeamanan Laut di sana. Tahun 2006 saya pernah ke sana tapi tak ada terumbu karang lagi sebab sudah rusak... Petugas keamanan hanya ditempatkan saat ada panen raya cengkeh karena Pemilik2 Cengkeh beserta masyarakat yang ingin jadi karyawan pergi ke 3 pulau ini. Mohonlah supaya ada 1 Pos Petugas di Tiga Pulau Nila (mungkin lebih baik jika ditempatkan di pulau Nila). Pulau TNS memiliki produk lokal pengolahn ikan garam basah yang sangat unik dan mungkin hanya ada di Indonesia, yaitu INASUA. Harapan saya, ketiga pulau ini menjadi Sentra Produksi Inasua (Inasua telah ditetapkan sebagai Warisan Budaya Oleh Pemerintah Pusat pada Tahun 2015)....Pa Presiden, jika Daerah kepulauan Banda akan di jadikan sebagai suatu kawasan khusus & di dalamnya meliputi Pulau Teon, Nila dan Serua...sekedar masukan kepada Bapak bahwa masyarakatnya yang berada di Waipia - Pulau Seram Kabupaten Maluku Tengah dan masih membawa nama Kecamatan Teon Nila Serua hingga sekarang.",2
2016-03-14T02:21:32+0000,509590282563159_431984280341155,10,Siapapun yang mencoba untuk mencuri kekayaan milik negara .sikat habis..!! Tidak perduli siapapun dia..! .agar negara kita bisa berkembang pesat menjadi negara maju...Korupsi yg telah membudaya membuat perkembangan tersendat.Tiba masanya perubahan mulai diwujudkan dalam kepemimpin  bapak Jokowi..!Pemimpin yang dipilih rakyat dan berjuang untuk kepentingan rakyat. Terima kasih pak dan rakyat bersyukur pilihannya tepat pada sasaran..!We love you..We need you..,1
2016-03-14T01:52:31+0000,509590282563159_509600412562146,10,"Pergerakan alam akan menuntun Indonesia menjadi negara Mercusuar dunia. Seiring dengan itu, alam pun akan menyeleksi kualitas kemanusiaan para pemimpin negara ini begitu juga rakyatnya. Penyeleksian ini bertujuan utk membentuk kualitas kemanusiaan yg  lebih baik, agar muncul singkronisasi antara pemimpin dg rakyatnya dalam bekerja. Utk satu tujuan yakni bisa memakmurkan dan mensejahterakan alam serta rakyat.",1
2016-03-14T03:32:05+0000,509590282563159_1131203816930628,12,"Pak Jokowi , trimakasih Pak PRESIDEN,  kini warga  khususnya masyarakat trenggalek jatim bisa menikmati ikan laut berkelas. Tengiri, kerapu, kakap dll.Silahkan datang di TRENGGALEK lagi pk, biar nanti kusiapkan menu ikan yg paling top buat bapak.",0
2016-03-14T01:53:52+0000,509590282563159_509600869228767,10,"stuju pak!!alhamdulillah sy tdk salah pilih presiden,,smoga bpk n kluarga slalu dlm lindunganNya,dprmudh urusanx,,dan mmberikn kontribusi yg signifikan trhdap rakyat n ngara..,,kami bangga ma",1
2016-03-14T03:26:29+0000,509590282563159_431996320339951,9,"tegas bukan berarti harus suara keras,berani bukan berarti busungkan dada,kuat bukan berarti harus yg berotot,berjalanlah terus,bekerjalah terus tanpa letih,keringat bercucur mu akan terbayarkan rakyat mendukungmu,biarkan org2 yg pintar hya sibuk mengkoreksi saja,hujatan mereka hyalah krikil saja,cepat atau lambat akan mengerti kita semua,kami bangsa indonesia butuh pemimpin yg bekerja nyata,bukan ahli diplomasi yg berkoar bak membaca koran usam yg tak terpakai,maju terus wahai pemimpin2 bangsa ini yg jujur,bertanggung jawab,bekerja,dan amanah disluruh wilayah,NKRI dari sabang sampai maraoke,kmi mendukungmu,trimakasih telah membukakan mata kami semua rakyat indonesia",1
2016-03-14T02:22:51+0000,509590282563159_431984537007796,8,"Selamat buat armada laut TNI-AL dan juga Menteri Kelautan Ibu Susi yg terus memburu dan mengejar pencuri hasil laut kita bahkan mereka juga merusak ekositem laut dengan penangkapan ikan yg salah...Koruptor pencuri uang rakyat di hukum yg seberat2nya karena mereka sudah tidak punya budaya malu ketika di media tv..maju terus pak berjuang untuk negeri ini dengan orang2 yg berahlak mulia, inshaa Allah tujuan negeri  yang , sejahtera, adil dan makmur tercapai dengan ridho Allah SWT...Amin.",1
2016-03-14T02:00:38+0000,509590282563159_509603429228511,8,"Semoga semua aparat pemerintahan taat beribadah dan takut akan Tuhan...biar semua kerja sesuai porsi masing""..lanjutkan indonesia hebat...oya selamat buat anak bangsa yg kemarin mendapatkan juara bulutangkis all england...jordan dan d.susanto..",1
2016-03-14T03:22:42+0000,509590282563159_1131199393597737,8,"Kedaulatan bangsa dan kebanggaan sebagai Warga negara Indonesia kembali menggelora dalam dada karena Bapak..Terima kasih Pak Jokowi, tetaplah menjadi pemimpin yang amanah..God Bless You.",1
2016-03-14T03:37:15+0000,509590282563159_1771162126452974,7,"Ass wr wkt, Lanjut terus Bapak, Kami aparat dan.masyarakat selalu mendukung kebijaksanaan dan.program Bapak, semoga Indonesia semakin jaya dan bisa menjalankan amanad dlm sila sila Pancasila. dan tegakkan supremasi hukum.",1
2016-03-14T02:16:14+0000,509590282563159_431983360341247,8,"Inilah pemimpin yang dibutuhkan dan berguna bagi orang banyak. Tanpa harus ""tampil garang"", tapi cukup dg tindakan ""tegas & penuh tanggungjawab"". Plus TIDAK OMDO, omdo & asbun kebiasaan pejabat2 pada umumnya, terutama yg hobby berkoar-koar/profokasi di medsos, cari sensasi (jenis pejabat katrok, kampungan tur jorok). Bravo pak Presiden!!",1
2016-03-14T01:49:11+0000,509590282563159_509599165895604,10,"Siap, kami mendukung Bpk untuk membersihkan laut Ind dari ilegal fishing, demi kesejahteraan anak bangsa dan kedaulatan serta martabat bangsa _ôï_ôï_ôï",1
2016-03-14T02:09:51+0000,509590282563159_509606172561570,7,"biasanya gtu. org yg krj bner, membela dan mati2an banyak yg tdk suka dan terus ingin melengserkan. makanya Pak.Jokowi trus memberi bukti. bhw ini loh bukti pengabdian utk NKRI .. bkn seperti org2 yg cuma bnyk kata,kritik. tapi gak bisa membangun negeri.",1
2016-03-14T02:48:30+0000,509590282563159_1771141029788417,7,"Inilah presidenku yg sederhana jujur,baik hati lahir batin,disiplin dlm  menjalankan tugas ,dulu di bilang presiden gk becus ngurus Negara .buktinya krj  dlm 1 thn aja ud trwujud hasil nya .mudahan semuanya  merata hidup sejahtera dlm membngun NKRI Do'aku selalu menyertaimu pak presidenku di  manapun melangkahkan kaki Ammin",1
2016-03-14T02:50:37+0000,509590282563159_1131171600267183,6,"Untuk pemberantasan dilaut sudah mantap pak. Alhamdulillah baik tanggapan masyarakat, saatnya beralih ke darat. Pencuri uang Rakyat juga perlu dibinasakan agar keadilan sosial bagi seluruh rakyat Indonesia betul betul terwujud dan masyarakat Indonesia bisa hidup lebih sejahtera. Ana yakin jika para koruptor di hukum mati atas ijin tuhan  rakyat Indonesia seneng banget dan sejahtera. Salam Bahagia Membahagiakan dan Selalu Tersenyum presiden ku. Kami tunggu janji janji mu. :)",1
2016-03-14T04:25:16+0000,509590282563159_432004627005787,6,"Hinaan, cacian bagi seorang pemimpin yg berjalan dijalur yang benar sudah biasa, anggap itu sebagai motivasi.. Konsekuen dan tegas menegakan hukum jangan pandang bulu, maling, koruptor, narkoba, berantas habis dari bumi indonesia.. Maju terus pak... Indonesia bisa berbuat bukan hanya sekedar jajni.. Rakyat selalu mendukung.. Merdekakan indonesia..",1
2016-03-14T03:51:18+0000,509590282563159_1771166316452555,5,"Soekarno,soeharto,bj.habibie,megawati,sby,sampai jokowi adakah diantara mereka yg tdk di cemoohdi hina,seharusnya kita sbg anak bangsa menghargai kerja keras mereka,memaafkan,memaklumi kekurangan nya,bagaimana pun mereka tokoh/ibu/bapak bangsapemimpin bangsa yg suka tdk suka hrs kita hormati,dan hrs kita ingat pemimpin negara adalah cerminan rakyat nya,karena sekelompok kambing tdk mungkin di pimpin oleh serigalabegitupun sebalik nya,salam persatuan,dukung terus program pemerintah,siapapun presiden nya.",0
2016-03-14T04:28:28+0000,509590282563159_1144209835603513,5,Mantap pakde Jokowi... Bu Susi dipertahankan ya.. pikirin pak kapal betehknologi kayak venezuela untuk buat tepung ikan high quality.. dari pada peternak dan pabrik pakan import bungkil kedelai terus bisa mendongkrak harga pakan. Coba punya tepung ikan sendiri pasti harga broiler  ama telur lebih terjangkau.,1
2016-03-14T01:49:23+0000,509590282563159_509599225895598,7,"Mantap... perlu di tambah tu armada laut sepanjang wilayah laut Indonesia khususnya daerah perbatasan yg bersenjata lengkap, kapal2 patroli laut pasang aja rudal biar kalo ada kapal yg bandul tembak aja",1
2016-03-14T01:49:20+0000,509590282563159_509599192562268,7,"Maaf pak presiden sy rakyat kecil sngt setujuh kebijakn bpk,tpi saran sy para pencuri uang rakyat ( koruptor ) harus di tenggelamkn juga biar tdk ad lgi yg berani melakukannya. Maju trus pak",1
2016-03-14T01:56:42+0000,509590282563159_509602135895307,5,Bravo Pak Presiden......smoga para nelayan Indonesia sekarang bisa hidup makmur...dan smoga harga ikan juga bisa lebih murah agar ikan bisa di konsumsi oleh seluruh rakyat Indonesia biar kita jadi masyarakat yg pintar dan bisa turut serta mbangun negara ini....aamiin....semangaaat Pak Presiden....,1
2016-03-14T02:26:34+0000,509590282563159_1771133303122523,5,"kebijakan pemerintah tentang plastik berbayar itu sangat memberatkan dan merugikan rakyat, padahal rakyat sudah kena pajak saat membayar belanjaan di supermarket, kini rakyat harus beli kantong plastik, emang belajaan orang mau dibungkus pake apa ? dibungkus pake muka kau pake kontol kau, pak jokowi ! dibungkus pake lubang pepeknya siti nurbaya menteri kehutanan itu kebijakan ini sudah sangat keterlaluan kayak pukima anjing bangsat ngentot babi                                                                                     kalo masalah pengangulangan sampah bukan caranya kayak gitu, kita sudah beli belanjaan kini beli kantong plastik lagi, dimana otak kau pak jokowi ? bikin kebijakan bikin susah orang padahal kami mengalami masa sulit ekonomi, bikin kebijakan masalah pengangulangan sampah yaitu setiap warga membakar sampahnya sendiri di halamannya sendiri biar sampahnya tidak dibuang ke bantar gebang",2
2016-03-14T03:20:49+0000,509590282563159_1131198463597830,5,Usul pak mungkin kedepannya ditambah lagi fasilitas untuk patroli laut..mengingat bentang laut negri kita no2 terpanjang pasti tidak mudah menangkap ilegal fishing jika fasilitas patroli terbatas..sinergi dari nelayan lokalpun perlu ditigkatkan,1
2016-03-14T06:27:35+0000,509590282563159_920511234713005,5,"Aku salut pak jokowi mudah2an bapak presiden kita RI tetap dalam lindungan Allah swt selama menjalankan tugas Negara diberi kemampuan ,tetap pada niatnya ingin menjadikan bangsa ini Bangsa yg Bermartabat dan Mandiri selamat menjalankan Tugas dgn Kerja keras ,kesabaran ,ketabahan, karena keadaan negara yg mmg udh sangat parah.wassalaam pak aku akan selalu berdoa buat bapak agar selalu dlm lindungannya.",1
2016-03-14T03:55:48+0000,509590282563159_1131214400262903,5,"Jangan diledakin dong pak, lebih baik dilepas lagi. Kasian dulu yang 10 tahun berkuasa nga bisa tangkap itu kapal, padahal anggaran udah cair, armada patroli itu2 aja (entah patroli dimana kapal segede bagong nga keliatan), masa bapak baru 2 tahun udah langsung ketangkap.",1
2016-03-14T01:55:05+0000,509590282563159_509601552562032,6,Saya sangat setuju dan mendukung kebijakan pemerintahan Bapak Jokowi untuk menenggelamkan semua kapal yang terindikasi dan terbukti sebagai pencuri ikan di perairan negeri kita Indonesia!,1
2016-03-14T09:35:22+0000,509590282563159_784413631689523,5,Aneh yah oleh 13 negara kapal ini bisa lolos....tpi salahnya dia masuk di wilayah NKRI...apa dia g lihat yutube/google/tv barang siapa sajah kususnya kapal nelayan yg berbendera luar negri masuk ke wilayah NKRI tanpa dokumen(ilega)wajib di hancurkan....maju trusss pak presiden ku...bp jokowidodo..,1
2016-03-14T02:17:27+0000,509590282563159_1771128923122961,4,"Mantabbbb.....Bangga pny presiden bpk jokowi....Andai bekunjung ke blitar jgn lupa makan Punten Pecel Peyek Kacang ya paak...Minumx wedang ronde atau Es Pleret....Sehat sll bpk sekeluarga...,Amiiiiinnn...",1
2016-03-14T02:43:59+0000,509590282563159_1131169176934092,4,"Memang sdh seharusnya dilakukan pa dari dulu2, krn sebenarnya semua peraturan /undang2 pemerintah itu bagus dan baik, namun yg paling sulit adalah melaksanakannya, krn dibuthkan seorang pemimpin yg jujur dan tegas. Mantaaaap.....HANCURKAN!!!!",1
2016-03-14T04:30:45+0000,509590282563159_432005300339053,4,"Usul pak Presiden, penjara KPK udah penuh. Gimana kl koruptor dipindahkan semua ke kapal itu baru di ledakkan. Mskan tidur di bui ditanggung makan rakyat, padahal uang rakyat yg dikorup..",1
2016-03-14T03:13:31+0000,509590282563159_1131196120264731,3,"Yang senang menghujat,memfitnah dllItu bagian anak bangsa yg gak bisa move on....Coba turun tangan sumbang akal yg cerdas...istilahnya bersinergi..bersama membangun bangsa yg udah rusak puluhan tahun bahkan mungkin haters nya belum lahir...kan jauh lebih baik yo to broo....haaah egp aje",0
2016-03-14T02:11:25+0000,509590282563159_1771126909789829,4,"tegas dn bijak tidak bisa di lihat dari fisik,, akn tetapi hasil krja yg nyata,, smg alloh sllu mnjaga Bpk Jokowi   sehingga negara kita merdaeka dri sgla hal yg slma ini di anggap sulit untuk bangkit,,",1
2016-03-14T07:58:12+0000,509590282563159_1131352373582439,3,"kelihatannya sj pak jokowi nyante, tetapi sebanrnya beliau tegas, disiplin, seirus, jujur, baik, beres, dan cerdas. beliau bs diblg gaya2 kepemimpinannya SerSan, serius tp santai. beliau tw kpn wktnya utk serius dan kpn wktnya utk santai dan bercanda. mmg beliau adlh tipe leade yg plg patut utk dicthi jg. meskipun beliau pst memiliki kekurangan2, tetapi beliau sdh berusaha sebaik mgkn utk memimpin Indonesia ini. maju trus pak, kami akan slalu mendukungmu",1
2016-03-14T03:00:12+0000,509590282563159_1131178023599874,3,"Salut Pak Presiden Joko Widodo inilah salah satu pilar kedaulatan kita perlu terus dijaga. Disamping itu, pencurian hasil kekayaan alam lain di laut perlu diperluas dan dipertegas  bukan hanya ikan saja.  Negara kita kaya, 2/3 nya adalah laut sehingga perlu dipantau 24 jam lewat pesawat Cam Drone Ghost atau pesawat pengintai. Insya Allah Pak JKW, negara kita lebih berwibawa dan disegani. Wasalam.",1
2016-03-14T05:55:54+0000,509590282563159_1771213043114549,3,"pak Presiden kenapa sih pertamina itu selalu memberi peluang besar pada orang yg punya modap besar...buktinya kami orang kecil yg pingin buka usaha jualan tabung dan isi ulang aja susahnya minta ampun..bila diminta alasannya sdh ga ada jatah ,akan tetapi kenapa di toko yg sdh besar dan mempunyai modal besar selalu di tambah kapasitas penjualannya, lalu bagaimana saya yg modal kecil bisa mensetarakan klu caranya pemilik modal yg besar menutup akses kami dlm mengambil tabung dr pertamina dg alasan jatah jual.",2
2016-03-14T02:46:57+0000,509590282563159_431989267007323,4,"Pak Jokowi adalah tipe berfikir ""Rakyat Saya harus sejahtera"". :)Apapun akan dilakukan beliau untuk membuat Rakyatnya sejahtera. Walaupun akan berurusan dengan negara lain, tetap dia akan berfikir, yang terpeting rakyatku sejahtera.",1
2016-03-14T03:18:47+0000,509590282563159_1131197970264546,3,Banyak yg ga seneng sama bp president jokowi d segala bidang selalu d hujat dan  d  caci maki. ....Karena mereka pada takut hidup nya tdk bisa semena mena. ..apalagi khusus untuk para pejabat tidak bebas seperti dulu tdk ada kesempatan untuk korupsi lagi....tp buat rakyat sangat setuju dengan cara kinerja bp president jokowi. ..semoga negara kita makin bersih dari para penghianat negara semoga semakin sukses dan semoga bp president jokowi sehat selalu dan dilindungi alloh swt amiiinnn allohuma amiiinnn. .,1
2016-03-14T02:27:24+0000,509590282563159_431985647007685,4,"pak jokowi, betapa mahalnya ongkos angkutan umum dari cileungsi ke jakarta , padahal premium / liter - rp 7050, solar / liter - rp 5000, seperti mayasari bakti, k-56, k- 121, bus bandara sukarno-hatta, maya raya, mereka / pemilik bus-angkot dan organda seenak-enaknyanya naikkan ongkos walaupun ada e-money flash yang bekerja sama dengan bank bca, dengan alasan bermacam-macam, maklumlah yang ngurus organda angkutan umum tersebut itu orang batak dan orang sunda yang pada mata duitan - otaknya gx waras - dibekingi tni al dan tni ad, tolong kami pak jokowi ! diaudit / dievaluasi dan diturunkan harga angkutan umum tersebut karna memberatkan ekonomi masyarakat, tolong kami pak jokowi ! disediakan trans-jakarta, kopaja dan damri untuk angkutan umum dari jonggol - cileungsi ke jakarta dan dari jakarta ke cileungsi - jonggol, kami mengadukan hal ini ke bapak ke negara agar angkutan umum ke cileungsi - jonggol dikelola oleh negara, bukan dikelola oleh organda dan swasta yang bajingan pukima anjing bangsat dajjal pki itu.....",2
2016-03-14T04:41:17+0000,509590282563159_1131240970260246,3,"hxhxhxhx...beda y wkt zaman sby... nelayan kita d usir, d buru n d tangkap d perairan negara sendiri oleh malaysia... Dirjen Pengawasannya malah d berhentikan... eeee... denger2 ternyata ada petinggi partai (katanya sih dr golkar) yg justru berkolaborasi dgn asing... n pantas az.. instansi yg membidangi itu (dulu) menteri ny dr golkar (jabatan itu jatahnya golkar). Hebatnya... petinggi partai tsb (skrng menjadi pejabat penting d negeri ini) selalu d puja n puji sbg tokoh n org yg berhasil, pdhl dl sempat ada issue pny utang k negara trilyunan rp. Ckckckck.",1
